order_id,customer_id,pizza_id,quantity,date,time,hour_of_day
OR2438510717,947,napolitana_m,1,29/06/2015,17:05:57,17
OR2438610717,493,southw_ckn_l,1,29/06/2015,17:05:57,17
OR2438710718,162,classic_dlx_m,1,29/06/2015,17:31:13,17
OR2438810718,731,soppressata_l,1,29/06/2015,17:31:13,17
OR2438910719,984,big_meat_s,1,29/06/2015,17:31:59,17
OR2439010719,746,green_garden_l,1,29/06/2015,17:31:59,17
OR2439110720,503,bbq_ckn_s,1,29/06/2015,17:34:01,17
OR2439210720,565,green_garden_s,1,29/06/2015,17:34:01,17
OR2439310720,995,sicilian_s,1,29/06/2015,17:34:01,17
OR2439410720,835,thai_ckn_l,1,29/06/2015,17:34:01,17
OR2439510721,816,bbq_ckn_s,1,29/06/2015,17:40:39,17
OR2439610721,963,big_meat_s,1,29/06/2015,17:40:39,17
OR2439710721,688,cali_ckn_s,1,29/06/2015,17:40:39,17
OR2439810721,157,spinach_fet_m,1,29/06/2015,17:40:39,17
OR2439910722,829,ital_supr_m,1,29/06/2015,17:44:23,17
OR2440010723,266,hawaiian_s,1,29/06/2015,17:51:34,17
OR2440110723,887,mexicana_l,1,29/06/2015,17:51:34,17
OR2440210723,331,sicilian_l,1,29/06/2015,17:51:34,17
OR2440310724,187,ckn_pesto_s,1,29/06/2015,17:52:50,17
OR2440410724,792,spinach_supr_m,1,29/06/2015,17:52:50,17
OR2440510725,111,four_cheese_m,1,29/06/2015,18:06:14,18
OR2440610725,328,green_garden_s,1,29/06/2015,18:06:14,18
OR2440710726,894,spin_pesto_m,1,29/06/2015,18:17:44,18
OR2440810726,405,spinach_fet_m,1,29/06/2015,18:17:44,18
OR2440910727,934,ital_cpcllo_s,1,29/06/2015,18:18:46,18
OR2441010727,712,napolitana_s,1,29/06/2015,18:18:46,18
OR2441110727,564,sicilian_l,1,29/06/2015,18:18:46,18
OR2441210728,729,calabrese_l,1,29/06/2015,18:23:10,18
OR2441310728,121,pep_msh_pep_m,1,29/06/2015,18:23:10,18
OR2441410729,655,classic_dlx_m,1,29/06/2015,18:24:37,18
OR2441510730,3,classic_dlx_l,1,29/06/2015,18:38:27,18
OR2441610731,443,ital_cpcllo_l,1,29/06/2015,18:44:12,18
OR2441710731,364,southw_ckn_l,1,29/06/2015,18:44:12,18
OR2441810731,460,thai_ckn_m,1,29/06/2015,18:44:12,18
OR2441910731,683,the_greek_m,1,29/06/2015,18:44:12,18
OR2442010732,149,ital_supr_m,1,29/06/2015,18:46:16,18
OR2442110733,405,ital_supr_m,1,29/06/2015,18:52:48,18
OR2442210733,962,the_greek_m,1,29/06/2015,18:52:48,18
OR2442310734,361,big_meat_s,1,29/06/2015,19:04:40,19
OR2442410734,779,classic_dlx_l,1,29/06/2015,19:04:40,19
OR2442510735,591,bbq_ckn_m,1,29/06/2015,19:31:16,19
OR2442610735,350,five_cheese_l,1,29/06/2015,19:31:16,19
OR2442710736,876,ital_veggie_s,1,29/06/2015,20:26:15,20
OR2442810736,770,mediterraneo_m,1,29/06/2015,20:26:15,20
OR2442910736,278,spinach_fet_m,1,29/06/2015,20:26:15,20
OR2443010737,78,hawaiian_s,1,29/06/2015,20:33:01,20
OR2443110737,905,ital_cpcllo_l,1,29/06/2015,20:33:01,20
OR2443210737,870,pepperoni_s,1,29/06/2015,20:33:01,20
OR2443310737,919,spicy_ital_m,1,29/06/2015,20:33:01,20
OR2443410738,310,bbq_ckn_m,1,29/06/2015,20:51:35,20
OR2443510739,575,napolitana_l,1,29/06/2015,20:54:14,20
OR2443610740,931,big_meat_s,1,29/06/2015,21:05:59,21
OR2443710740,491,hawaiian_s,1,29/06/2015,21:05:59,21
OR2443810741,434,spicy_ital_l,1,29/06/2015,21:53:30,21
OR2443910742,917,cali_ckn_s,1,29/06/2015,22:19:55,22
OR2444010743,136,pep_msh_pep_l,1,30/06/2015,11:36:48,11
OR2444110743,829,soppressata_m,1,30/06/2015,11:36:48,11
OR2444210744,969,pepperoni_s,1,30/06/2015,11:45:13,11
OR2444310744,552,soppressata_m,1,30/06/2015,11:45:13,11
OR2444410745,122,southw_ckn_m,1,30/06/2015,11:54:20,11
OR2444510746,87,cali_ckn_s,1,30/06/2015,11:55:48,11
OR2444610746,262,green_garden_m,1,30/06/2015,11:55:48,11
OR2444710746,252,hawaiian_l,1,30/06/2015,11:55:48,11
OR2444810746,77,pepperoni_m,1,30/06/2015,11:55:48,11
OR2444910747,898,bbq_ckn_m,1,30/06/2015,11:56:22,11
OR2445010747,398,classic_dlx_s,1,30/06/2015,11:56:22,11
OR2445110747,742,soppressata_s,1,30/06/2015,11:56:22,11
OR2445210748,201,bbq_ckn_s,1,30/06/2015,12:11:14,12
OR2445310748,539,prsc_argla_s,1,30/06/2015,12:11:14,12
OR2445410749,335,classic_dlx_m,1,30/06/2015,12:22:31,12
OR2445510750,860,the_greek_xl,1,30/06/2015,12:30:01,12
OR2445610751,158,peppr_salami_s,1,30/06/2015,12:34:08,12
OR2445710752,72,cali_ckn_m,1,30/06/2015,12:46:49,12
OR2445810753,498,ital_supr_l,1,30/06/2015,12:48:58,12
OR2445910754,751,bbq_ckn_l,1,30/06/2015,12:50:27,12
OR2446010754,538,ckn_alfredo_m,1,30/06/2015,12:50:27,12
OR2446110754,270,thai_ckn_l,1,30/06/2015,12:50:27,12
OR2446210755,877,pep_msh_pep_s,1,30/06/2015,13:02:00,13
OR2446310756,730,ital_veggie_l,1,30/06/2015,13:15:45,13
OR2446410757,793,the_greek_xl,1,30/06/2015,13:17:37,13
OR2446510758,791,spin_pesto_l,1,30/06/2015,13:20:54,13
OR2446610758,104,thai_ckn_m,1,30/06/2015,13:20:54,13
OR2446710759,3,ckn_alfredo_l,1,30/06/2015,13:29:36,13
OR2446810760,467,big_meat_s,2,30/06/2015,13:31:27,13
OR2446910760,564,brie_carre_s,1,30/06/2015,13:31:27,13
OR2447010760,760,cali_ckn_l,2,30/06/2015,13:31:27,13
OR2447110760,464,ckn_alfredo_m,1,30/06/2015,13:31:27,13
OR2447210760,842,classic_dlx_m,2,30/06/2015,13:31:27,13
OR2447310760,653,five_cheese_l,2,30/06/2015,13:31:27,13
OR2447410760,245,hawaiian_l,1,30/06/2015,13:31:27,13
OR2447510760,791,ital_cpcllo_l,1,30/06/2015,13:31:27,13
OR2447610760,150,ital_veggie_m,1,30/06/2015,13:31:27,13
OR2447710760,777,ital_veggie_s,1,30/06/2015,13:31:27,13
OR2447810760,33,mexicana_l,1,30/06/2015,13:31:27,13
OR2447910760,35,mexicana_m,1,30/06/2015,13:31:27,13
OR2448010760,426,napolitana_m,1,30/06/2015,13:31:27,13
OR2448110760,481,napolitana_s,1,30/06/2015,13:31:27,13
OR2448210760,396,peppr_salami_m,1,30/06/2015,13:31:27,13
OR2448310760,549,sicilian_s,1,30/06/2015,13:31:27,13
OR2448410760,943,soppressata_s,1,30/06/2015,13:31:27,13
OR2448510760,328,southw_ckn_l,1,30/06/2015,13:31:27,13
OR2448610760,29,spicy_ital_s,1,30/06/2015,13:31:27,13
OR2448710760,24,thai_ckn_m,1,30/06/2015,13:31:27,13
OR2448810760,195,veggie_veg_l,1,30/06/2015,13:31:27,13
OR2448910761,359,mediterraneo_s,1,30/06/2015,13:45:01,13
OR2449010762,314,five_cheese_l,1,30/06/2015,13:48:51,13
OR2449110762,160,spin_pesto_s,1,30/06/2015,13:48:51,13
OR2449210763,412,classic_dlx_l,1,30/06/2015,14:17:06,14
OR2449310763,150,classic_dlx_m,1,30/06/2015,14:17:06,14
OR2449410763,147,ital_cpcllo_l,1,30/06/2015,14:17:06,14
OR2449510763,838,mexicana_l,1,30/06/2015,14:17:06,14
OR2449610764,770,southw_ckn_s,1,30/06/2015,14:24:19,14
OR2449710764,611,spicy_ital_l,1,30/06/2015,14:24:19,14
OR2449810764,739,spin_pesto_m,1,30/06/2015,14:24:19,14
OR2449910765,166,bbq_ckn_m,1,30/06/2015,14:27:39,14
OR2450010765,634,calabrese_m,1,30/06/2015,14:27:39,14
OR2450110765,617,classic_dlx_l,1,30/06/2015,14:27:39,14
OR2450210765,931,classic_dlx_s,1,30/06/2015,14:27:39,14
OR2450310765,954,ital_veggie_m,1,30/06/2015,14:27:39,14
OR2450410765,717,pepperoni_m,1,30/06/2015,14:27:39,14
OR2450510765,258,pepperoni_s,1,30/06/2015,14:27:39,14
OR2450610766,316,classic_dlx_m,1,30/06/2015,14:29:50,14
OR2450710767,668,ital_cpcllo_l,1,30/06/2015,14:45:12,14
OR2450810767,621,ital_veggie_l,1,30/06/2015,14:45:12,14
OR2450910768,193,soppressata_m,1,30/06/2015,14:50:19,14
OR2451010769,895,green_garden_m,1,30/06/2015,15:22:46,15
OR2451110769,863,hawaiian_l,1,30/06/2015,15:22:46,15
OR2451210769,703,peppr_salami_m,1,30/06/2015,15:22:46,15
OR2451310769,913,soppressata_l,1,30/06/2015,15:22:46,15
OR2451410770,62,prsc_argla_m,1,30/06/2015,15:29:41,15
OR2451510771,809,cali_ckn_l,1,30/06/2015,15:55:23,15
OR2451610771,513,soppressata_l,1,30/06/2015,15:55:23,15
OR2451710771,187,spicy_ital_l,1,30/06/2015,15:55:23,15
OR2451810772,31,thai_ckn_m,1,30/06/2015,16:20:50,16
OR2451910773,917,spicy_ital_l,1,30/06/2015,16:21:24,16
OR2452010774,880,napolitana_m,1,30/06/2015,16:21:36,16
OR2452110775,178,cali_ckn_l,1,30/06/2015,16:32:26,16
OR2452210776,65,cali_ckn_l,1,30/06/2015,16:40:51,16
OR2452310776,644,pepperoni_s,1,30/06/2015,16:40:51,16
OR2452410776,867,spicy_ital_l,1,30/06/2015,16:40:51,16
OR2452510776,937,spicy_ital_m,1,30/06/2015,16:40:51,16
OR2452610777,221,classic_dlx_l,1,30/06/2015,16:51:42,16
OR2452710777,742,ital_supr_l,1,30/06/2015,16:51:42,16
OR2452810777,165,prsc_argla_m,1,30/06/2015,16:51:42,16
OR2452910777,865,soppressata_l,1,30/06/2015,16:51:42,16
OR2453010778,926,pep_msh_pep_s,1,30/06/2015,17:34:47,17
OR2453110778,601,thai_ckn_m,1,30/06/2015,17:34:47,17
OR2453210779,591,bbq_ckn_m,1,30/06/2015,17:37:14,17
OR2453310779,977,the_greek_s,1,30/06/2015,17:37:14,17
OR2453410780,307,ckn_alfredo_m,1,30/06/2015,17:39:14,17
OR2453510780,396,spin_pesto_l,1,30/06/2015,17:39:14,17
OR2453610781,326,four_cheese_l,1,30/06/2015,17:47:41,17
OR2453710782,510,ital_supr_m,1,30/06/2015,18:09:41,18
OR2453810783,523,classic_dlx_m,1,30/06/2015,18:10:16,18
OR2453910783,338,spicy_ital_s,1,30/06/2015,18:10:16,18
OR2454010784,299,bbq_ckn_l,1,30/06/2015,18:20:59,18
OR2454110784,522,pep_msh_pep_s,1,30/06/2015,18:20:59,18
OR2454210785,44,bbq_ckn_m,1,30/06/2015,18:22:21,18
OR2454310785,858,hawaiian_l,1,30/06/2015,18:22:21,18
OR2454410785,727,spicy_ital_l,1,30/06/2015,18:22:21,18
OR2454510786,819,spinach_supr_s,1,30/06/2015,18:41:10,18
OR2454610787,467,cali_ckn_l,1,30/06/2015,18:42:01,18
OR2454710787,719,cali_ckn_m,1,30/06/2015,18:42:01,18
OR2454810787,116,pep_msh_pep_s,1,30/06/2015,18:42:01,18
OR2454910788,727,four_cheese_l,1,30/06/2015,19:14:29,19
OR2455010788,558,the_greek_xl,1,30/06/2015,19:14:29,19
OR2455110789,276,big_meat_s,1,30/06/2015,20:17:03,20
OR2455210789,411,calabrese_m,1,30/06/2015,20:17:03,20
OR2455310789,4,ital_veggie_s,1,30/06/2015,20:17:03,20
OR2455410789,462,veggie_veg_l,1,30/06/2015,20:17:03,20
OR2455510790,264,spinach_fet_l,1,30/06/2015,20:19:37,20
OR2455610791,970,hawaiian_l,1,30/06/2015,20:46:33,20
OR2455710791,591,peppr_salami_l,1,30/06/2015,20:46:33,20
OR2455810792,272,bbq_ckn_l,1,30/06/2015,20:48:13,20
OR2455910792,268,sicilian_s,1,30/06/2015,20:48:13,20
OR2456010793,730,green_garden_s,1,30/06/2015,21:31:03,21
OR2456110794,587,brie_carre_s,1,30/06/2015,21:36:26,21
OR2456210794,491,ckn_alfredo_m,1,30/06/2015,21:36:26,21
OR2456310794,571,prsc_argla_m,1,30/06/2015,21:36:26,21
OR2456410794,157,spicy_ital_l,1,30/06/2015,21:36:26,21
OR2456510795,132,soppressata_l,1,30/06/2015,22:17:28,22
OR2456610796,962,bbq_ckn_l,1,01/07/2015,11:16:34,11
OR2456710796,509,hawaiian_m,1,01/07/2015,11:16:34,11
OR2456810796,502,ital_supr_l,1,01/07/2015,11:16:34,11
OR2456910796,625,prsc_argla_l,1,01/07/2015,11:16:34,11
OR2457010796,645,spin_pesto_s,1,01/07/2015,11:16:34,11
OR2457110796,116,spinach_fet_s,1,01/07/2015,11:16:34,11
OR2457210796,949,the_greek_l,1,01/07/2015,11:16:34,11
OR2457310797,589,prsc_argla_m,1,01/07/2015,11:19:18,11
OR2457410798,81,pep_msh_pep_s,1,01/07/2015,11:22:40,11
OR2457510799,426,southw_ckn_l,1,01/07/2015,11:36:52,11
OR2457610800,27,spin_pesto_m,1,01/07/2015,11:44:13,11
OR2457710801,972,mediterraneo_s,1,01/07/2015,11:49:45,11
OR2457810802,910,spin_pesto_s,1,01/07/2015,12:07:36,12
OR2457910803,568,classic_dlx_m,1,01/07/2015,12:13:46,12
OR2458010804,156,prsc_argla_l,1,01/07/2015,12:14:16,12
OR2458110805,30,mexicana_l,1,01/07/2015,12:37:35,12
OR2458210805,106,pepperoni_m,1,01/07/2015,12:37:35,12
OR2458310806,636,spinach_supr_s,1,01/07/2015,12:44:32,12
OR2458410807,796,big_meat_s,1,01/07/2015,13:01:25,13
OR2458510808,360,bbq_ckn_m,1,01/07/2015,13:03:36,13
OR2458610809,904,spinach_fet_m,1,01/07/2015,13:13:20,13
OR2458710810,422,green_garden_m,1,01/07/2015,13:19:18,13
OR2458810810,467,hawaiian_s,1,01/07/2015,13:19:18,13
OR2458910811,238,five_cheese_l,1,01/07/2015,13:23:07,13
OR2459010812,508,big_meat_s,1,01/07/2015,13:25:51,13
OR2459110812,480,ital_supr_l,1,01/07/2015,13:25:51,13
OR2459210812,831,prsc_argla_l,1,01/07/2015,13:25:51,13
OR2459310813,849,big_meat_s,1,01/07/2015,13:33:35,13
OR2459410813,760,five_cheese_l,1,01/07/2015,13:33:35,13
OR2459510813,410,four_cheese_m,1,01/07/2015,13:33:35,13
OR2459610813,369,hawaiian_l,1,01/07/2015,13:33:35,13
OR2459710813,176,ital_supr_m,2,01/07/2015,13:33:35,13
OR2459810813,714,pep_msh_pep_s,1,01/07/2015,13:33:35,13
OR2459910813,980,peppr_salami_l,1,01/07/2015,13:33:35,13
OR2460010813,771,prsc_argla_m,1,01/07/2015,13:33:35,13
OR2460110813,17,thai_ckn_l,2,01/07/2015,13:33:35,13
OR2460210813,923,the_greek_m,1,01/07/2015,13:33:35,13
OR2460310813,594,veggie_veg_l,1,01/07/2015,13:33:35,13
OR2460410813,628,veggie_veg_m,1,01/07/2015,13:33:35,13
OR2460510814,267,green_garden_s,1,01/07/2015,13:34:10,13
OR2460610815,487,pepperoni_l,1,01/07/2015,13:51:05,13
OR2460710816,265,thai_ckn_l,1,01/07/2015,14:04:45,14
OR2460810817,299,four_cheese_l,1,01/07/2015,14:09:36,14
OR2460910817,137,prsc_argla_l,1,01/07/2015,14:09:36,14
OR2461010818,485,green_garden_m,1,01/07/2015,15:00:46,15
OR2461110818,384,ital_veggie_m,1,01/07/2015,15:00:46,15
OR2461210818,56,spinach_supr_m,1,01/07/2015,15:00:46,15
OR2461310819,475,bbq_ckn_m,1,01/07/2015,15:11:34,15
OR2461410819,745,sicilian_l,1,01/07/2015,15:11:34,15
OR2461510820,870,ckn_pesto_s,1,01/07/2015,15:12:10,15
OR2461610820,161,spicy_ital_m,1,01/07/2015,15:12:10,15
OR2461710821,292,ckn_alfredo_m,1,01/07/2015,15:37:51,15
OR2461810821,590,southw_ckn_m,1,01/07/2015,15:37:51,15
OR2461910822,160,ital_supr_m,1,01/07/2015,15:57:18,15
OR2462010823,674,bbq_ckn_m,1,01/07/2015,16:02:39,16
OR2462110823,159,ital_cpcllo_l,1,01/07/2015,16:02:39,16
OR2462210824,601,calabrese_m,1,01/07/2015,16:02:50,16
OR2462310824,912,hawaiian_l,1,01/07/2015,16:02:50,16
OR2462410824,90,ital_cpcllo_m,1,01/07/2015,16:02:50,16
OR2462510825,70,ital_cpcllo_l,1,01/07/2015,16:09:28,16
OR2462610826,192,pepperoni_m,1,01/07/2015,16:18:22,16
OR2462710827,301,four_cheese_l,1,01/07/2015,16:25:58,16
OR2462810828,597,southw_ckn_m,1,01/07/2015,16:46:39,16
OR2462910829,411,classic_dlx_s,1,01/07/2015,16:50:03,16
OR2463010829,519,soppressata_l,1,01/07/2015,16:50:03,16
OR2463110830,767,hawaiian_l,1,01/07/2015,16:56:57,16
OR2463210830,449,the_greek_l,1,01/07/2015,16:56:57,16
OR2463310831,950,big_meat_s,1,01/07/2015,17:10:15,17
OR2463410832,577,four_cheese_l,1,01/07/2015,17:20:18,17
OR2463510833,884,ckn_pesto_m,1,01/07/2015,17:21:31,17
OR2463610833,317,ital_supr_l,1,01/07/2015,17:21:31,17
OR2463710833,859,napolitana_s,1,01/07/2015,17:21:31,17
OR2463810833,655,pepperoni_l,1,01/07/2015,17:21:31,17
OR2463910834,42,classic_dlx_m,1,01/07/2015,17:22:31,17
OR2464010834,639,pepperoni_s,1,01/07/2015,17:22:31,17
OR2464110835,188,mexicana_m,1,01/07/2015,17:25:19,17
OR2464210835,9,spicy_ital_s,1,01/07/2015,17:25:19,17
OR2464310835,952,spin_pesto_s,1,01/07/2015,17:25:19,17
OR2464410836,181,classic_dlx_l,1,01/07/2015,17:34:37,17
OR2464510836,436,veggie_veg_m,1,01/07/2015,17:34:37,17
OR2464610837,533,big_meat_s,1,01/07/2015,17:34:47,17
OR2464710837,916,four_cheese_m,1,01/07/2015,17:34:47,17
OR2464810837,729,napolitana_s,1,01/07/2015,17:34:47,17
OR2464910837,462,soppressata_s,1,01/07/2015,17:34:47,17
OR2465010838,997,spinach_supr_l,1,01/07/2015,17:47:29,17
OR2465110839,54,ital_supr_l,1,01/07/2015,17:49:14,17
OR2465210839,463,peppr_salami_m,1,01/07/2015,17:49:14,17
OR2465310839,374,sicilian_s,1,01/07/2015,17:49:14,17
OR2465410839,716,spin_pesto_s,1,01/07/2015,17:49:14,17
OR2465510840,402,big_meat_s,1,01/07/2015,17:55:00,17
OR2465610840,413,cali_ckn_l,1,01/07/2015,17:55:00,17
OR2465710840,108,ital_veggie_m,1,01/07/2015,17:55:00,17
OR2465810840,424,pepperoni_m,1,01/07/2015,17:55:00,17
OR2465910841,709,calabrese_m,2,01/07/2015,18:03:41,18
OR2466010841,922,classic_dlx_m,1,01/07/2015,18:03:41,18
OR2466110841,677,peppr_salami_m,1,01/07/2015,18:03:41,18
OR2466210842,989,five_cheese_l,1,01/07/2015,18:16:14,18
OR2466310842,206,hawaiian_l,1,01/07/2015,18:16:14,18
OR2466410843,395,bbq_ckn_l,1,01/07/2015,18:24:27,18
OR2466510843,254,green_garden_s,1,01/07/2015,18:24:27,18
OR2466610843,242,ital_supr_m,1,01/07/2015,18:24:27,18
OR2466710843,978,thai_ckn_m,1,01/07/2015,18:24:27,18
OR2466810844,112,big_meat_s,1,01/07/2015,18:29:01,18
OR2466910845,103,spicy_ital_l,1,01/07/2015,18:35:38,18
OR2467010846,396,big_meat_s,1,01/07/2015,18:36:08,18
OR2467110846,770,calabrese_l,1,01/07/2015,18:36:08,18
OR2467210847,37,cali_ckn_l,1,01/07/2015,18:40:09,18
OR2467310847,655,mediterraneo_m,1,01/07/2015,18:40:09,18
OR2467410847,501,spinach_supr_s,1,01/07/2015,18:40:09,18
OR2467510847,145,the_greek_l,1,01/07/2015,18:40:09,18
OR2467610848,992,bbq_ckn_l,1,01/07/2015,18:41:04,18
OR2467710848,632,bbq_ckn_m,1,01/07/2015,18:41:04,18
OR2467810849,891,spinach_fet_m,1,01/07/2015,18:49:37,18
OR2467910850,95,green_garden_s,1,01/07/2015,19:29:39,19
OR2468010851,89,four_cheese_l,1,01/07/2015,19:36:54,19
OR2468110851,542,napolitana_l,1,01/07/2015,19:36:54,19
OR2468210852,648,big_meat_s,1,01/07/2015,19:37:55,19
OR2468310852,423,pep_msh_pep_s,1,01/07/2015,19:37:55,19
OR2468410852,585,southw_ckn_l,1,01/07/2015,19:37:55,19
OR2468510853,627,pep_msh_pep_m,1,01/07/2015,19:50:15,19
OR2468610854,265,ital_supr_m,1,01/07/2015,19:59:06,19
OR2468710854,105,mexicana_m,1,01/07/2015,19:59:06,19
OR2468810855,680,pep_msh_pep_s,1,01/07/2015,20:03:03,20
OR2468910856,323,four_cheese_l,1,01/07/2015,20:15:03,20
OR2469010857,182,big_meat_s,1,01/07/2015,20:22:52,20
OR2469110857,959,thai_ckn_l,1,01/07/2015,20:22:52,20
OR2469210858,223,cali_ckn_l,1,01/07/2015,20:43:29,20
OR2469310858,754,pepperoni_m,1,01/07/2015,20:43:29,20
OR2469410858,644,soppressata_s,1,01/07/2015,20:43:29,20
OR2469510859,573,cali_ckn_l,1,01/07/2015,20:47:02,20
OR2469610859,133,southw_ckn_l,1,01/07/2015,20:47:02,20
OR2469710860,137,spinach_supr_s,1,01/07/2015,21:22:42,21
OR2469810861,255,bbq_ckn_l,1,01/07/2015,21:39:15,21
OR2469910861,879,peppr_salami_s,1,01/07/2015,21:39:15,21
OR2470010862,661,classic_dlx_m,1,02/07/2015,10:34:34,10
OR2470110862,878,soppressata_m,1,02/07/2015,10:34:34,10
OR2470210862,440,southw_ckn_l,1,02/07/2015,10:34:34,10
OR2470310863,834,classic_dlx_m,1,02/07/2015,11:15:42,11
OR2470410864,185,spinach_fet_l,1,02/07/2015,11:28:21,11
OR2470510865,307,pep_msh_pep_s,1,02/07/2015,11:34:33,11
OR2470610865,543,spicy_ital_l,1,02/07/2015,11:34:33,11
OR2470710865,419,thai_ckn_m,1,02/07/2015,11:34:33,11
OR2470810866,634,spicy_ital_l,1,02/07/2015,11:37:39,11
OR2470910867,196,green_garden_m,1,02/07/2015,11:44:51,11
OR2471010867,642,napolitana_m,1,02/07/2015,11:44:51,11
OR2471110868,469,hawaiian_m,1,02/07/2015,11:46:37,11
OR2471210868,131,pepperoni_l,1,02/07/2015,11:46:37,11
OR2471310868,575,spin_pesto_s,1,02/07/2015,11:46:37,11
OR2471410868,561,spinach_fet_m,1,02/07/2015,11:46:37,11
OR2471510869,423,prsc_argla_m,1,02/07/2015,11:49:25,11
OR2471610870,37,four_cheese_l,1,02/07/2015,11:53:54,11
OR2471710870,297,ital_supr_l,1,02/07/2015,11:53:54,11
OR2471810870,718,sicilian_m,1,02/07/2015,11:53:54,11
OR2471910870,792,the_greek_xl,1,02/07/2015,11:53:54,11
OR2472010871,65,big_meat_s,1,02/07/2015,12:00:00,12
OR2472110871,646,classic_dlx_m,1,02/07/2015,12:00:00,12
OR2472210871,342,hawaiian_l,1,02/07/2015,12:00:00,12
OR2472310872,329,napolitana_s,1,02/07/2015,12:02:31,12
OR2472410873,201,ckn_alfredo_s,1,02/07/2015,12:14:36,12
OR2472510874,104,classic_dlx_s,1,02/07/2015,12:21:46,12
OR2472610874,973,four_cheese_l,1,02/07/2015,12:21:46,12
OR2472710875,424,four_cheese_l,1,02/07/2015,12:26:39,12
OR2472810876,221,big_meat_s,1,02/07/2015,12:29:43,12
OR2472910877,954,classic_dlx_m,1,02/07/2015,12:35:27,12
OR2473010877,455,mediterraneo_m,1,02/07/2015,12:35:27,12
OR2473110877,758,thai_ckn_s,1,02/07/2015,12:35:27,12
OR2473210878,252,pepperoni_l,1,02/07/2015,12:36:44,12
OR2473310879,304,ital_cpcllo_l,1,02/07/2015,12:38:12,12
OR2473410879,557,southw_ckn_l,1,02/07/2015,12:38:12,12
OR2473510880,347,cali_ckn_l,1,02/07/2015,12:40:04,12
OR2473610880,167,cali_ckn_m,1,02/07/2015,12:40:04,12
OR2473710881,760,ital_supr_m,1,02/07/2015,12:42:46,12
OR2473810882,538,spinach_supr_l,1,02/07/2015,13:01:52,13
OR2473910883,816,ckn_pesto_s,1,02/07/2015,13:06:26,13
OR2474010884,609,classic_dlx_m,1,02/07/2015,13:06:40,13
OR2474110884,62,ital_supr_l,1,02/07/2015,13:06:40,13
OR2474210884,826,sicilian_s,1,02/07/2015,13:06:40,13
OR2474310885,601,hawaiian_l,1,02/07/2015,13:11:03,13
OR2474410886,349,classic_dlx_m,1,02/07/2015,13:31:13,13
OR2474510886,364,green_garden_m,1,02/07/2015,13:31:13,13
OR2474610886,875,sicilian_s,1,02/07/2015,13:31:13,13
OR2474710886,729,spin_pesto_l,1,02/07/2015,13:31:13,13
OR2474810887,669,spicy_ital_l,1,02/07/2015,13:40:50,13
OR2474910888,905,the_greek_xl,1,02/07/2015,13:43:16,13
OR2475010889,433,cali_ckn_s,1,02/07/2015,13:44:12,13
OR2475110889,447,hawaiian_s,1,02/07/2015,13:44:12,13
OR2475210889,296,mediterraneo_s,1,02/07/2015,13:44:12,13
OR2475310889,571,sicilian_m,1,02/07/2015,13:44:12,13
OR2475410889,166,southw_ckn_l,1,02/07/2015,13:44:12,13
OR2475510889,856,spicy_ital_l,2,02/07/2015,13:44:12,13
OR2475610889,466,spin_pesto_m,1,02/07/2015,13:44:12,13
OR2475710889,799,thai_ckn_l,2,02/07/2015,13:44:12,13
OR2475810890,723,spinach_supr_s,1,02/07/2015,13:48:53,13
OR2475910891,442,southw_ckn_m,1,02/07/2015,15:00:53,15
OR2476010892,104,green_garden_s,1,02/07/2015,15:09:32,15
OR2476110892,623,prsc_argla_s,1,02/07/2015,15:09:32,15
OR2476210893,207,five_cheese_l,1,02/07/2015,15:11:11,15
OR2476310893,953,southw_ckn_l,1,02/07/2015,15:11:11,15
OR2476410894,482,spicy_ital_m,1,02/07/2015,15:26:12,15
OR2476510895,39,classic_dlx_m,1,02/07/2015,15:50:03,15
OR2476610896,220,cali_ckn_l,1,02/07/2015,15:56:16,15
OR2476710896,211,four_cheese_l,1,02/07/2015,15:56:16,15
OR2476810896,664,ital_supr_l,1,02/07/2015,15:56:16,15
OR2476910897,875,classic_dlx_m,1,02/07/2015,16:20:21,16
OR2477010897,123,ital_supr_m,1,02/07/2015,16:20:21,16
OR2477110898,68,ital_cpcllo_l,1,02/07/2015,16:23:34,16
OR2477210899,962,cali_ckn_m,1,02/07/2015,16:25:50,16
OR2477310899,339,cali_ckn_s,1,02/07/2015,16:25:50,16
OR2477410899,807,pepperoni_l,1,02/07/2015,16:25:50,16
OR2477510900,264,four_cheese_l,1,02/07/2015,16:29:44,16
OR2477610900,174,ital_supr_l,1,02/07/2015,16:29:44,16
OR2477710900,315,pepperoni_s,1,02/07/2015,16:29:44,16
OR2477810900,403,thai_ckn_l,1,02/07/2015,16:29:44,16
OR2477910901,753,brie_carre_s,1,02/07/2015,16:45:33,16
OR2478010901,417,ital_cpcllo_l,1,02/07/2015,16:45:33,16
OR2478110901,93,veggie_veg_s,1,02/07/2015,16:45:33,16
OR2478210902,547,pepperoni_s,1,02/07/2015,16:48:15,16
OR2478310902,244,prsc_argla_m,1,02/07/2015,16:48:15,16
OR2478410903,780,hawaiian_s,1,02/07/2015,16:55:42,16
OR2478510903,692,ital_supr_m,1,02/07/2015,16:55:42,16
OR2478610903,498,pepperoni_m,1,02/07/2015,16:55:42,16
OR2478710904,801,big_meat_s,1,02/07/2015,17:02:55,17
OR2478810904,741,hawaiian_m,1,02/07/2015,17:02:55,17
